Respondent,Employment,Country,EdLevel,OrgSize,DevType,YearsCode,Age1stCode,YearsCodePro,CareerSat,JobSat,ConvertedComp,WorkLoc,ImpSyn,Age,Gender,Trans,Sexuality,Ethnicity,Dependents,SurveyLength,SurveyEase
12202,Employed full-time,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,"Data or business analyst;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Educator;Engineer, data;Scientist",30,11,25,Slightly satisfied,Slightly satisfied,65424,Home,Far above average,52,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
12212,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;Developer, desktop or enterprise applications",6,16,1,Slightly satisfied,Slightly satisfied,11194,Home,A little below average,23,Man,No,Straight / Heterosexual,South Asian,Yes,Too long,Easy
12224,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, back-end;Developer, full-stack;Engineer, data",15,9,8,Slightly satisfied,Neither satisfied nor dissatisfied,175000,"Other place, such as a coworking space or cafe",A little above average,25,Woman,Yes,Bisexual,White or of European descent,No,Too long,Neither easy nor difficult
12226,Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, back-end;DevOps specialist;Engineer, data",10,16,5,Slightly satisfied,Neither satisfied nor dissatisfied,63016,Office,A little above average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12227,Employed full-time,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Developer, back-end;Engineer, data",7,17,4,Slightly satisfied,Slightly satisfied,29385,Office,Average,27,Man,No,Straight / Heterosexual,South Asian,Yes,Too long,Easy
12230,Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Data scientist or machine learning specialist;Developer, full-stack",5,14,1,Slightly satisfied,Slightly satisfied,58024,Office,Average,33,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Easy
12231,Employed full-time,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, full-stack",15,12,1,Very satisfied,Very satisfied,17748,Office,A little above average,37,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Neither easy nor difficult
12234,Employed full-time,Russian Federation,Some college/university study without earning a degree,2-9 employees,"Developer, mobile;Student",6,12,3,Slightly satisfied,Slightly dissatisfied,23472,Home,A little above average,20,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Difficult
12236,Employed full-time,Sweden,Some college/university study without earning a degree,20 to 99 employees,"Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist;Engineer, site reliability;System administrator",14,10,10,Very satisfied,Very satisfied,59652,Office,Average,34,Man,No,,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12237,Employed full-time,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data",7,15,3,Slightly satisfied,Slightly dissatisfied,96445,Office,A little above average,30,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
12238,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, back-end",17,11,8,Very satisfied,Very satisfied,,Office,Average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12239,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Database administrator;Developer, back-end;Developer, full-stack;DevOps specialist",11,16,5,Slightly satisfied,Slightly satisfied,45797,Office,A little above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12240,Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","5,000 to 9,999 employees","Database administrator;Developer, back-end;Engineer, data",10,18,7,Slightly satisfied,Slightly dissatisfied,70658,Office,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12241,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, full-stack;DevOps specialist;Engineering manager",20,12,19,Very satisfied,Slightly satisfied,,Office,A little above average,40,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
12242,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Database administrator;Developer, desktop or enterprise applications;Developer, full-stack;System administrator",27,10,15,Slightly satisfied,Slightly satisfied,127400,Home,A little above average,37,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,Yes,Too long,Easy
12243,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;System administrator",25,8,11,Slightly satisfied,Very dissatisfied,120000,Home,Far above average,34,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
12244,Employed full-time,Thailand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Database administrator;Designer;Developer, back-end;Developer, full-stack;Developer, QA or test;DevOps specialist;Engineer, data;System administrator",15,15,10,Slightly satisfied,Neither satisfied nor dissatisfied,,"Other place, such as a coworking space or cafe",A little below average,35,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Neither easy nor difficult
12246,Employed full-time,China,"Other doctoral degree (Ph.D, Ed.D., etc.)",20 to 99 employees,"Developer, back-end;Developer, full-stack;System administrator",4,16,4,Slightly dissatisfied,Slightly dissatisfied,44484,Office,A little above average,24,Man,No,Straight / Heterosexual,East Asian,Yes,Too long,Neither easy nor difficult
12248,Employed full-time,China,Some college/university study without earning a degree,100 to 499 employees,"Developer, back-end;DevOps specialist",5,19,2,Neither satisfied nor dissatisfied,Slightly dissatisfied,,Office,Average,25,Man,No,Straight / Heterosexual,South Asian,Yes,Too long,Neither easy nor difficult
12250,Employed full-time,United States,Associate degree,"1,000 to 4,999 employees","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile;Scientist",10,10,4,Slightly satisfied,Slightly satisfied,75000,Office,Average,26,Man,,,,No,Appropriate in length,Easy
12252,Employed full-time,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",13,19,13,Very satisfied,Slightly satisfied,112078,Home,Far above average,32,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina;White or of European descent,Yes,Appropriate in length,Easy
12255,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end",10,14,5,Very satisfied,Slightly satisfied,125000,Office,A little above average,33,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
12259,Employed full-time,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",5,23,3,Very satisfied,Very satisfied,42624,Office,A little above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12261,Employed full-time,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",14,18,10,Slightly dissatisfied,Slightly dissatisfied,15672,Office,A little above average,30,Man,,,Middle Eastern,Yes,Appropriate in length,Easy
12262,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,"Database administrator;Developer, full-stack",7,16,2,Very satisfied,Slightly satisfied,,Office,A little above average,25,Man,No,Straight / Heterosexual,South Asian,No,Appropriate in length,Easy
12265,Employed full-time,Albania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;DevOps specialist",15,15,5,Neither satisfied nor dissatisfied,Slightly dissatisfied,18768,Office,Far above average,31,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
12266,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;Developer, full-stack",7,16,3,Slightly satisfied,Slightly satisfied,,Home,A little above average,25,Man,No,Straight / Heterosexual,South Asian,No,Appropriate in length,Neither easy nor difficult
12268,Employed full-time,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, full-stack",13,14,13,Slightly satisfied,Slightly satisfied,81959,Office,A little above average,48,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
12273,Employed full-time,Kenya,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, front-end;Developer, full-stack;Developer, mobile",4,19,4,Slightly satisfied,Slightly satisfied,13140,Home,A little above average,25,Man,No,Straight / Heterosexual,Black or of African descent,Yes,Appropriate in length,Easy
12276,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",8,15,5,Slightly satisfied,Very satisfied,36637,Office,Average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12278,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, back-end;Developer, embedded applications or devices;Developer, full-stack;Developer, QA or test;DevOps specialist",12,17,12,Very satisfied,Slightly satisfied,,Home,A little above average,34,Man,No,Straight / Heterosexual,South Asian,Yes,Too long,Easy
12281,Employed full-time,Republic of Moldova,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, full-stack",10,14,4,Very satisfied,Very satisfied,16500,Office,A little above average,26,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
12282,Employed full-time,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",Engineering manager,19,17,12,Slightly satisfied,Very satisfied,106555,Office,Average,35,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12284,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",8,15,6,Slightly satisfied,Very satisfied,51000,Office,A little above average,28,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12287,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, full-stack",2,26,Less than 1 year,Slightly satisfied,Slightly satisfied,113000,Office,A little above average,29,Woman,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12288,Employed full-time,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, full-stack",8,12,8,Slightly satisfied,Very satisfied,41244,Office,Average,32,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
12291,Employed full-time,United States,"Professional degree (JD, MD, etc.)","1,000 to 4,999 employees","Database administrator;Developer, desktop or enterprise applications;Developer, full-stack",10,8,8,Very satisfied,Very satisfied,73000,Home,A little above average,36,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Neither easy nor difficult
12292,Employed full-time,South Africa,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,"Developer, full-stack",2,19,2,Very satisfied,Very satisfied,10716,Home,A little above average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
12293,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,"Developer, back-end;Developer, front-end;Developer, full-stack",8,8,2,Slightly satisfied,Slightly satisfied,8396,Office,A little above average,23,Man,No,,,Yes,Too long,Easy
12296,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, full-stack",4,18,26,Slightly satisfied,Slightly satisfied,,Office,Far above average,,Man,No,,South Asian,Yes,Too short,Easy
12302,Employed full-time,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, back-end;Developer, full-stack",19,13,10,Slightly satisfied,Very satisfied,24660,Office,Average,32,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
